hospital_name,hospital_type,star_rating,readmit_success_count,readmit_fail_count,community_income,community_population
MORRISTOWN MEDICAL CENTER,Acute Care Hospitals,5,1,1,114844.0,45023.0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,Acute Care Hospitals,2,0,4,38413.0,58347.0
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,Acute Care Hospitals,3,1,3,26006.0,39075.0
SAINT BARNABAS MEDICAL CENTER,Acute Care Hospitals,3,0,3,153381.0,29955.0
PRESBYTERIAN HOSPITAL,Acute Care Hospitals,3,1,0,36267.0,24988.0
KALEIDA HEALTH,Acute Care Hospitals,2,1,2,37384.0,14967.0
ALBANY MEDICAL CENTER HOSPITAL,Acute Care Hospitals,1,0,3,60430.0,21736.0
VASSAR BROTHERS MEDICAL CENTER,Acute Care Hospitals,2,0,4,43802.0,41773.0
MOUNT SINAI HOSPITAL,Acute Care Hospitals,4,0,2,34015.0,80866.0
MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,Acute Care Hospitals,3,0,3,99063.0,41592.0
NEW YORK-PRESBYTERIAN/QUEENS,Acute Care Hospitals,4,0,3,38370.0,82890.0
ST PETER'S HOSPITAL,Acute Care Hospitals,4,0,2,60430.0,21736.0
MONTEFIORE MEDICAL CENTER,Acute Care Hospitals,1,0,6,35381.0,102718.0
NEW YORK-PRESBYTERIAN HOSPITAL,Acute Care Hospitals,4,1,3,124322.0,29565.0
NORTH SHORE UNIVERSITY HOSPITAL,Acute Care Hospitals,4,0,4,182000.0,18194.0
LENOX HILL HOSPITAL,Acute Care Hospitals,4,0,3,123842.0,44983.0
ROCHESTER GENERAL HOSPITAL,Acute Care Hospitals,2,0,4,26104.0,33814.0
STATEN ISLAND UNIVERSITY HOSPITAL,Acute Care Hospitals,2,0,4,76044.0,42311.0
MAIMONIDES MEDICAL CENTER,Acute Care Hospitals,2,0,3,37665.0,93979.0
NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,Acute Care Hospitals,5,4,1,109250.0,51448.0
WESTCHESTER MEDICAL CENTER,Acute Care Hospitals,1,0,3,108586.0,8366.0
NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,Acute Care Hospitals,3,0,4,116893.0,71015.0
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,Acute Care Hospitals,1,0,4,111581.0,25018.0
"UNITED HEALTH SERVICES HOSPITALS, INC",Acute Care Hospitals,2,0,3,46021.0,18400.0
CAROLINAS MEDICAL CENTER-NORTHEAST,Acute Care Hospitals,3,3,1,52106.0,53874.0
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,Acute Care Hospitals,4,6,0,34035.0,14211.0
NOVANT HEALTH FORSYTH MEDICAL CENTER,Acute Care Hospitals,4,0,2,45912.0,35792.0
CAROMONT REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,2,34195.0,34827.0
VIDANT MEDICAL CENTER,Acute Care Hospitals,1,0,5,34512.0,57038.0
UNIVERSITY OF NORTH CAROLINA HOSPITAL,Acute Care Hospitals,3,1,1,69380.0,31659.0
"MOSES H. CONE MEMORIAL HOSPITAL, THE",Acute Care Hospitals,3,3,0,31191.0,21650.0
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,Acute Care Hospitals,3,1,1,79861.0,14824.0
REX HOSPITAL,Acute Care Hospitals,5,4,0,74786.0,29067.0
FIRSTHEALTH MOORE REGIONAL HOSPITAL,Acute Care Hospitals,4,1,0,83023.0,17205.0
DUKE REGIONAL HOSPITAL,Acute Care Hospitals,4,0,0,43592.0,37522.0
"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",Acute Care Hospitals,2,0,1,26437.0,18009.0
RIVERSIDE METHODIST HOSPITAL,Acute Care Hospitals,4,2,0,67088.0,26513.0
SOUTHERN OHIO MEDICAL CENTER,Acute Care Hospitals,4,0,1,31143.0,29912.0
GRANT MEDICAL CENTER,Acute Care Hospitals,3,0,1,57752.0,14322.0
AKRON GENERAL MEDICAL CENTER,Acute Care Hospitals,4,0,2,19158.0,7464.0
MOUNT CARMEL EAST & WEST,Acute Care Hospitals,2,0,2,37391.0,33337.0
GENESIS HOSPITAL,Acute Care Hospitals,4,0,1,40848.0,55411.0
MIAMI VALLEY HOSPITAL,Acute Care Hospitals,3,0,0,56547.0,15264.0
METROHEALTH SYSTEM,Acute Care Hospitals,3,0,0,30464.0,40810.0
MERCY MEDICAL CENTER,Acute Care Hospitals,4,1,0,51771.0,25558.0
FAIRVIEW HOSPITAL,Acute Care Hospitals,5,0,3,40542.0,41455.0
KETTERING MEDICAL CENTER,Acute Care Hospitals,4,1,0,61398.0,25929.0
AULTMAN HOSPITAL,Acute Care Hospitals,3,0,1,38598.0,9378.0
OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,Acute Care Hospitals,4,1,2,16563.0,12183.0
MERCY ST VINCENT MEDICAL CENTER,Acute Care Hospitals,3,0,1,25465.0,14853.0
GRANDVIEW AND SOUTHVIEW HOSPITALS,Acute Care Hospitals,4,0,1,27492.0,17234.0
UNIVERSITY HOSPITALS OF CLEVELAND,Acute Care Hospitals,3,0,2,25892.0,25836.0
SOUTHWEST GENERAL HEALTH CENTER,Acute Care Hospitals,5,0,1,53059.0,49591.0
ADENA REGIONAL MEDICAL CENTER,Acute Care Hospitals,5,0,1,44573.0,56610.0
CHRIST HOSPITAL,Acute Care Hospitals,5,2,0,26437.0,18009.0
HILLCREST HOSPITAL,Acute Care Hospitals,5,0,2,61621.0,37728.0
HILLCREST MEDICAL CENTER,Acute Care Hospitals,2,0,3,39966.0,11827.0
"INTEGRIS BAPTIST MEDICAL CENTER, INC",Acute Care Hospitals,2,1,0,43755.0,31948.0
"SAINT FRANCIS HOSPITAL, INC",Acute Care Hospitals,3,0,3,41433.0,31726.0
OHSU HOSPITAL AND CLINICS,Acute Care Hospitals,4,1,1,85481.0,16682.0
ASANTE ROGUE REGIONAL MEDICAL CENTER,Acute Care Hospitals,5,3,0,52421.0,46818.0
ST CHARLES MEDICAL CENTER - BEND,Acute Care Hospitals,4,3,1,60983.0,65991.0
SALEM HOSPITAL,Acute Care Hospitals,3,1,0,39283.0,56393.0
TEMPLE UNIVERSITY HOSPITAL,Acute Care Hospitals,3,0,1,18557.0,49300.0
READING HOSPITAL,Acute Care Hospitals,5,2,1,37624.0,10663.0
YORK HOSPITAL,Acute Care Hospitals,4,0,2,52074.0,39459.0
ST LUKE'S HOSPITAL BETHLEHEM,Acute Care Hospitals,5,1,1,50500.0,33291.0
UPMC ALTOONA,Acute Care Hospitals,4,1,1,42315.0,32764.0
ST JOSEPH MEDICAL CENTER,Acute Care Hospitals,4,0,0,63766.0,19798.0
LANCASTER GENERAL HOSPITAL,Acute Care Hospitals,5,2,0,50329.0,51809.0
LEHIGH VALLEY HOSPITAL,Acute Care Hospitals,4,1,1,51723.0,46777.0
THOMAS JEFFERSON UNIVERSITY HOSPITAL,Acute Care Hospitals,4,0,2,49776.0,13832.0
CHESTER COUNTY HOSPITAL,Acute Care Hospitals,5,2,1,94231.0,51146.0
MAIN LINE HOSPITAL LANKENAU,Acute Care Hospitals,5,0,0,130192.0,13344.0
PENNSYLVANIA HOSPITAL,Acute Care Hospitals,3,1,4,49776.0,13832.0
ABINGTON MEMORIAL HOSPITAL,Acute Care Hospitals,4,0,4,79342.0,17073.0
MILTON S HERSHEY MEDICAL CENTER,Acute Care Hospitals,4,1,1,61265.0,17485.0
RHODE ISLAND HOSPITAL,Acute Care Hospitals,3,1,2,30711.0,10890.0
SPARTANBURG MEDICAL CENTER,Acute Care Hospitals,3,0,1,31261.0,24889.0
ST FRANCIS-DOWNTOWN,Acute Care Hospitals,4,2,1,40801.0,11906.0
ANMED HEALTH,Acute Care Hospitals,3,1,2,54648.0,40867.0
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,Acute Care Hospitals,3,3,1,33355.0,20536.0
SELF REGIONAL HEALTHCARE,Acute Care Hospitals,3,0,1,32023.0,28633.0
LEXINGTON MEDICAL CENTER,Acute Care Hospitals,3,0,2,41090.0,23490.0
TRIDENT MEDICAL CENTER,Acute Care Hospitals,1,0,3,35419.0,32868.0
AIKEN REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,0,39445.0,27434.0
JACKSON-MADISON COUNTY GENERAL HOSPITAL,Acute Care Hospitals,2,0,2,30106.0,33307.0
UNIVERSITY OF TN MEDICAL CENTER,Acute Care Hospitals,4,1,1,40654.0,39948.0
BAPTIST MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,4,99472.0,14928.0
METHODIST HOSPITALS OF MEMPHIS,Acute Care Hospitals,3,0,4,37924.0,23594.0
ERLANGER MEDICAL CENTER,Acute Care Hospitals,2,0,0,36587.0,7332.0
PHYSICIANS REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,1,2,61694.0,27222.0
FORT SANDERS REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,0,17561.0,13014.0
TRISTAR CENTENNIAL MEDICAL CENTER,Acute Care Hospitals,3,0,2,50988.0,13101.0
UNITED REGIONAL HEALTH CARE SYSTEM,Acute Care Hospitals,3,3,0,26659.0,15632.0
ST JOSEPH REGIONAL HEALTH CENTER,Acute Care Hospitals,4,1,0,54451.0,26185.0
BAYLOR UNIVERSITY MEDICAL CENTER,Acute Care Hospitals,3,1,4,26716.0,2276.0
CITIZENS MEDICAL CENTER,Acute Care Hospitals,3,1,0,44663.0,43424.0
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,Acute Care Hospitals,2,1,0,44940.0,3091.0
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,Acute Care Hospitals,2,0,1,41513.0,18467.0
ASCENSION SETON MEDICAL CENTER AUSTIN,Acute Care Hospitals,3,0,0,15309.0,33075.0
BAPTIST MEDICAL CENTER,Acute Care Hospitals,3,2,0,31706.0,1041.0
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,Acute Care Hospitals,3,0,2,75290.0,10813.0
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,Acute Care Hospitals,4,1,0,70056.0,25350.0
CHRISTUS MOTHER FRANCES HOSPITAL,Acute Care Hospitals,4,3,0,49030.0,34876.0
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,Acute Care Hospitals,2,0,0,26140.0,18199.0
BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,Acute Care Hospitals,3,0,0,26140.0,18199.0
MEMORIAL HERMANN HOSPITAL SYSTEM,Acute Care Hospitals,4,1,3,97690.0,34491.0
CHI ST LUKES HEALTH MEMORIAL LUFKIN,Acute Care Hospitals,3,0,2,47081.0,31647.0
UNIVERSITY HEALTH SYSTEM,Acute Care Hospitals,2,0,1,38837.0,32338.0
HENDRICK MEDICAL CENTER,Acute Care Hospitals,4,2,0,38691.0,28041.0
BAPTIST ST ANTHONY'S HOSPITAL,Acute Care Hospitals,4,1,1,41480.0,27883.0
HOUSTON METHODIST HOSPITAL,Acute Care Hospitals,5,1,3,75290.0,10813.0
METHODIST HOSPITAL,Acute Care Hospitals,2,0,2,38837.0,32338.0
ST DAVID'S MEDICAL CENTER,Acute Care Hospitals,5,0,1,15309.0,33075.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,Acute Care Hospitals,3,3,1,37189.0,40464.0
SHANNON MEDICAL CENTER,Acute Care Hospitals,4,1,0,36215.0,32103.0
MEDICAL CITY DALLAS HOSPITAL,Acute Care Hospitals,3,0,2,78837.0,27521.0
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,Acute Care Hospitals,4,0,2,66262.0,47158.0
"CORPUS CHRISTI MEDICAL CENTER,THE",Acute Care Hospitals,3,0,1,83847.0,38343.0
CHRISTUS ST MICHAEL HEALTH SYSTEM,Acute Care Hospitals,4,0,0,59811.0,25916.0
HOUSTON METHODIST SUGARLAND HOSPITAL,Acute Care Hospitals,5,2,4,135952.0,88603.0
HOUSTON METHODIST WILLOWBROOK HOSPITAL,Acute Care Hospitals,4,0,0,69038.0,51080.0
DOCTORS HOSPITAL AT RENAISSANCE,Acute Care Hospitals,4,0,1,55507.0,34991.0
UTAH VALLEY HOSPITAL,Acute Care Hospitals,5,3,0,56188.0,46921.0
MCKAY DEE HOSPITAL,Acute Care Hospitals,4,3,0,60453.0,37990.0
INTERMOUNTAIN MEDICAL CENTER,Acute Care Hospitals,5,4,0,51463.0,34302.0
ST. GEORGE REGIONAL HOSPITAL,Acute Care Hospitals,5,4,0,58927.0,42524.0
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,Acute Care Hospitals,5,4,1,41953.0,28746.0
SENTARA RMH MEDICAL CENTER,Acute Care Hospitals,4,2,0,46211.0,39833.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,Acute Care Hospitals,4,3,0,32049.0,26708.0
MARY WASHINGTON HOSPITAL,Acute Care Hospitals,3,1,4,57258.0,28135.0
CARILION MEDICAL CENTER,Acute Care Hospitals,3,2,2,53423.0,17879.0
LEWISGALE MEDICAL CENTER,Acute Care Hospitals,3,0,0,57026.0,37944.0
RIVERSIDE REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,0,54375.0,25763.0
INOVA FAIRFAX HOSPITAL,Acute Care Hospitals,4,0,2,103119.0,34299.0
CJW MEDICAL CENTER,Acute Care Hospitals,3,0,1,73930.0,31936.0
HENRICO DOCTORS' HOSPITAL,Acute Care Hospitals,4,0,1,79767.0,35479.0
VIRGINIA MASON MEDICAL CENTER,Acute Care Hospitals,5,1,0,68750.0,12408.0
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,Acute Care Hospitals,3,0,1,47796.0,28760.0
PROVIDENCE ST PETER HOSPITAL,Acute Care Hospitals,2,0,1,64566.0,17862.0
ST JOSEPH HOSPITAL,Acute Care Hospitals,4,2,1,41536.0,50686.0
OVERLAKE HOSPITAL MEDICAL CENTER,Acute Care Hospitals,4,1,0,117321.0,34283.0
PROV SACRED HRT MED CTR & CHILDS HOSP.,Acute Care Hospitals,3,2,0,32483.0,6335.0
ST JOSEPH MEDICAL CENTER,Acute Care Hospitals,3,1,2,48411.0,23668.0
ST MARY'S MEDICAL CENTER,Acute Care Hospitals,2,0,2,28768.0,7495.0
CHARLESTON AREA MEDICAL CENTER,Acute Care Hospitals,2,2,3,26204.0,2360.0
MON HEALTH MEDICAL CENTER,Acute Care Hospitals,4,0,1,36606.0,38483.0
WHEELING HOSPITAL,Acute Care Hospitals,1,0,3,46717.0,41802.0
CAMDEN CLARK MEDICAL CENTER,Acute Care Hospitals,3,0,2,34160.0,30016.0
WAUKESHA MEMORIAL HOSPITAL,Acute Care Hospitals,4,1,0,66359.0,35524.0
ASCENSION NE WISCONSIN - ST ELIZABETH CAMPUS,Acute Care Hospitals,3,0,0,63459.0,42788.0
ASPIRUS WAUSAU HOSPITAL,Acute Care Hospitals,3,2,1,47627.0,30703.0
MARSHFIELD MEDICAL CENTER,Acute Care Hospitals,3,0,3,54167.0,26001.0
GUNDERSEN LUTHERAN MEDICAL CENTER,Acute Care Hospitals,4,1,1,47362.0,50529.0
MERITER HOSPITAL,Acute Care Hospitals,5,0,0,30019.0,14246.0
ASCENSION SE WISCONSIN HOSPITAL - ST JOSEPH CAMPUS,Acute Care Hospitals,3,1,0,34516.0,26837.0
AURORA ST LUKES MEDICAL CENTER,Acute Care Hospitals,4,1,0,35803.0,62134.0
THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,Acute Care Hospitals,4,2,0,49595.0,26516.0
HOUSTON METHODIST WEST HOSPITAL,Acute Care Hospitals,4,0,0,158160.0,9439.0
BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,Acute Care Hospitals,4,1,0,76230.0,59512.0
HOUSTON METHODIST THE WOODLANDS HOSPITAL,Acute Care Hospitals,4,0,1,88220.0,23578.0
KIT CARSON COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,2,0,0,46726.0,5248.0
CARLA EUREKA  HOSPITAL,Critical Access Hospitals,4,0,0,58936.0,7040.0
MCDOWELL ARH HOSPITAL,Critical Access Hospitals,4,0,0,31750.0,1352.0
NEWPORT COMMUNITY HOSPITAL,Critical Access Hospitals,3,1,0,49084.0,8043.0
MERCY HOSPITAL WALDRON,Critical Access Hospitals,3,1,0,35345.0,7347.0
"DEWITT HOSPITAL & NURSING HOME, INC",Critical Access Hospitals,2,0,1,31930.0,5070.0
FULTON COUNTY HOSPITAL,Critical Access Hospitals,1,0,1,40429.0,4284.0
PIGGOTT COMMUNITY HOSPITAL,Critical Access Hospitals,1,0,0,32216.0,4927.0
PLUMAS DISTRICT HOSPITAL,Critical Access Hospitals,3,0,1,49150.0,5913.0
SANTA YNEZ VALLEY COTTAGE HOSPITAL,Critical Access Hospitals,4,0,0,76850.0,8011.0
MT SAN RAFAEL HOSPITAL,Critical Access Hospitals,5,1,0,39778.0,11176.0
SYRINGA GENERAL HOSPITAL,Critical Access Hospitals,4,0,1,47620.0,5742.0
CLEARWATER VALLEY HOSPITAL & CLINICS,Critical Access Hospitals,3,1,0,43854.0,5911.0
ST MARYS HOSPITAL AND CLINICS,Critical Access Hospitals,4,1,0,48800.0,2439.0
MERCY HARVARD HOSPITAL,Critical Access Hospitals,4,0,0,56329.0,13596.0
PANA COMMUNITY HOSPITAL,Critical Access Hospitals,3,0,0,47513.0,7111.0
CARLINVILLE AREA HOSPITAL,Critical Access Hospitals,3,1,0,56414.0,7685.0
KNOXVILLE HOSPITAL & CLINICS,Critical Access Hospitals,4,0,0,52090.0,11161.0
GRAHAM COUNTY HOSPITAL,Critical Access Hospitals,3,0,0,42344.0,1734.0
GREENWOOD COUNTY HOSPITAL,Critical Access Hospitals,3,0,0,41302.0,3323.0
"COMMUNITY MEMORIAL HEALTHCARE, INC.",Critical Access Hospitals,4,1,0,48767.0,4436.0
CASEY COUNTY HOSPITAL,Critical Access Hospitals,4,1,0,34362.0,9556.0
CARROLL COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,4,1,0,45833.0,6951.0
CUMBERLAND COUNTY HOSPITAL,Critical Access Hospitals,2,0,0,35400.0,6736.0
BRECKINRIDGE MEMORIAL HOSPITAL,Critical Access Hospitals,2,0,0,40732.0,5840.0
JANE TODD CRAWFORD HOSPITAL,Critical Access Hospitals,3,0,0,36849.0,9319.0
NORTH CADDO MEDICAL CENTER,Critical Access Hospitals,5,0,0,32957.0,5522.0
FRANKLIN FOUNDATION HOSPITAL,Critical Access Hospitals,4,0,0,39745.0,13400.0
PENOBSCOT VALLEY HOSPITAL,Critical Access Hospitals,3,0,0,39842.0,5845.0
TIPPAH COUNTY HOSPITAL,Critical Access Hospitals,5,0,0,40975.0,12451.0
ST LUKE COMMUNITY HOSPITAL,Critical Access Hospitals,4,0,0,42283.0,7152.0
CHI HEALTH ST. MARY'S,Critical Access Hospitals,3,0,0,47684.0,8783.0
PENDER COMMUNITY HOSPITAL,Critical Access Hospitals,4,1,0,64135.0,1811.0
OGALLALA COMMUNITY HOSPITAL,Critical Access Hospitals,2,0,0,40313.0,5489.0
MINERS' COLFAX MEDICAL CENTER,Critical Access Hospitals,5,1,0,30017.0,7285.0
SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,Critical Access Hospitals,2,1,0,51159.0,12979.0
CARRINGTON HEALTH CENTER,Critical Access Hospitals,2,0,0,60265.0,2706.0
"MERCY HOSPITAL LOGAN COUNTY, INC",Critical Access Hospitals,5,1,0,50338.0,23349.0
MARY HURLEY HOSPITAL,Critical Access Hospitals,4,0,0,40667.0,4067.0
BLUE MOUNTAIN HOSPITAL,Critical Access Hospitals,4,1,0,52057.0,2752.0
FALL RIVER HOSPITAL - CAH,Critical Access Hospitals,4,1,0,52405.0,5833.0
MOBRIDGE REGIONAL HOSPITAL - CAH,Critical Access Hospitals,3,0,0,43818.0,3832.0
CAMDEN GENERAL HOSPITAL,Critical Access Hospitals,3,0,0,33304.0,10337.0
OCHILTREE GENERAL HOSPITAL,Critical Access Hospitals,2,0,0,49548.0,10183.0
WARD MEMORIAL HOSPITAL,Critical Access Hospitals,4,0,0,66974.0,9622.0
LAVACA MEDICAL CENTER,Critical Access Hospitals,5,1,0,52313.0,8269.0
BATH COMMUNITY HOSPITAL,Critical Access Hospitals,4,0,0,44894.0,2805.0
SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT,Critical Access Hospitals,2,0,0,47813.0,9951.0
HAMPSHIRE MEMORIAL HOSPITAL,Critical Access Hospitals,4,0,0,35320.0,6601.0
BOONE MEMORIAL HOSPITAL,Critical Access Hospitals,4,0,0,40424.0,3338.0
ASCENSION SACRED HEART HOSPITAL,Critical Access Hospitals,3,0,0,50792.0,9604.0
NORTH BIG HORN HOSPITAL DISTRICT,Critical Access Hospitals,2,1,0,49453.0,3502.0
"IZARD COUNTY MEDICAL CENTER, LLC",Critical Access Hospitals,2,0,0,37500.0,3521.0
CROSSRIDGE COMMUNITY HOSPITAL,Critical Access Hospitals,3,1,1,43941.0,12941.0
LAWRENCE MEMORIAL HOSPITAL,Critical Access Hospitals,3,1,0,39301.0,6584.0
HOWARD MEMORIAL HOSPITAL,Critical Access Hospitals,3,0,0,34665.0,10143.0
CHI ST VINCENT MORRILTON,Critical Access Hospitals,3,0,0,37808.0,10913.0
BRADLEY COUNTY MEDICAL CENTER,Critical Access Hospitals,4,0,0,36089.0,8628.0
CHICOT MEMORIAL MEDICAL CENTER,Critical Access Hospitals,3,0,0,41125.0,4703.0
ORCHARD HOSPITAL,Critical Access Hospitals,3,0,0,46058.0,10796.0
EAST MORGAN COUNTY HOSPITAL,Critical Access Hospitals,4,2,0,52245.0,7174.0
HENDRY REGIONAL MEDICAL CENTER,Critical Access Hospitals,3,1,0,35989.0,20004.0
CHATUGE REGIONAL HOSPITAL,Critical Access Hospitals,4,1,0,42169.0,6670.0
WILLS MEMORIAL HOSPITAL,Critical Access Hospitals,3,0,0,33895.0,7864.0
BACON COUNTY HOSPITAL,Critical Access Hospitals,2,0,1,39436.0,10325.0
MEMORIAL HOSPITAL,Critical Access Hospitals,4,0,0,51961.0,3982.0
ILLINI COMMUNITY HOSPITAL,Critical Access Hospitals,4,0,0,39708.0,5853.0
OSF HOLY FAMILY MEDICAL CENTER,Critical Access Hospitals,5,0,0,42767.0,11592.0
MASSAC MEMORIAL HOSPITAL,Critical Access Hospitals,5,0,0,42147.0,11260.0
OSF SAINT LUKES MEDICAL CENTER,Critical Access Hospitals,4,2,0,39052.0,13788.0
HAMILTON MEMORIAL HOSPITAL,Critical Access Hospitals,1,0,0,46014.0,5876.0
HILLSBORO AREA HOSPITAL,Critical Access Hospitals,3,1,0,50445.0,9236.0
MEMORIAL HOSPITAL,Critical Access Hospitals,3,0,1,45661.0,9729.0
ANNA HOSPITAL CORPORATION D/B/A UNION COUNTY HOSPITAL,Critical Access Hospitals,4,0,0,45714.0,6917.0
SPARTA COMMUNITY HOSPITAL,Critical Access Hospitals,4,1,0,48539.0,6243.0
INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,Critical Access Hospitals,4,1,0,41376.0,9312.0
INDIANA UNIVERSITY HEALTH FRANKFORT INC,Critical Access Hospitals,4,1,0,48651.0,22778.0
GREENE COUNTY GENERAL HOSPITAL,Critical Access Hospitals,3,0,0,48111.0,9541.0
PERRY COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,3,0,0,49231.0,10760.0
UNION HOSPITAL CLINTON,Critical Access Hospitals,2,1,0,43295.0,9630.0
SCOTT MEMORIAL HEALTH,Critical Access Hospitals,3,0,0,51402.0,14435.0
ASCENSION ST VINCENT DUNN,Critical Access Hospitals,3,0,0,47011.0,27421.0
JONES REGIONAL MEDICAL CENTER,Critical Access Hospitals,5,2,0,53500.0,8902.0
MITCHELL COUNTY REGIONAL HEALTH,Critical Access Hospitals,4,0,0,56395.0,5660.0
VIRGINIA GAY HOSPITAL,Critical Access Hospitals,5,1,0,52414.0,7451.0
KOSSUTH REGIONAL HEALTH CENTER,Critical Access Hospitals,3,0,0,58113.0,7242.0
BURGESS HEALTH CENTER,Critical Access Hospitals,3,0,0,36806.0,3506.0
MERCYONE CENTERVILLE MEDICAL CENTER,Critical Access Hospitals,4,1,0,36281.0,7235.0
ELLSWORTH COUNTY MEDICAL CENTER,Critical Access Hospitals,3,0,0,49306.0,3550.0
CLOUD COUNTY HEALTH CENTER,Critical Access Hospitals,2,0,1,43768.0,6112.0
RUSSELL REGIONAL HOSPITAL,Critical Access Hospitals,2,0,0,49220.0,5080.0
TREGO COUNTY LEMKE MEMORIAL HOSPITAL,Critical Access Hospitals,4,0,0,55208.0,2486.0
GOODLAND REGIONAL MEDICAL CENTER,Critical Access Hospitals,3,1,0,52708.0,5383.0
SCOTT COUNTY HOSPITAL,Critical Access Hospitals,3,0,0,63167.0,5016.0
ALLEN COUNTY REGIONAL HOSPITAL,Critical Access Hospitals,1,0,1,41348.0,7689.0
SMITH COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,3,1,0,41071.0,1944.0
MORRIS COUNTY HOSPITAL,Critical Access Hospitals,3,0,0,49630.0,3316.0
"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",Critical Access Hospitals,2,0,0,28750.0,1648.0
KNOX COUNTY HOSPITAL,Critical Access Hospitals,3,0,0,28125.0,11651.0
RIVERSIDE MEDICAL CENTER,Critical Access Hospitals,1,0,0,36416.0,18781.0
HARDTNER MEDICAL CENTER,Critical Access Hospitals,1,0,0,37059.0,2947.0
RICHLAND PARISH HOSPITAL-DELHI,Critical Access Hospitals,5,0,0,36034.0,6712.0
OCHSNER ST ANNE GENERAL HOSPITAL,Critical Access Hospitals,4,0,0,46177.0,14851.0
LADY OF THE SEA GENERAL HOSPITAL,Critical Access Hospitals,3,1,0,57813.0,9778.0
BARAGA COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,2,0,0,42380.0,3898.0
"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",Critical Access Hospitals,4,1,0,34521.0,5878.0
ST FRANCIS MEDICAL CENTER,Critical Access Hospitals,2,0,0,47255.0,3931.0
BAPTIST MEDICAL CENTER-YAZOO,Critical Access Hospitals,3,1,0,25212.0,21085.0
COPIAH COUNTY MEDICAL CENTER,Critical Access Hospitals,3,1,0,36120.0,9709.0
BAPTIST MEDICAL CENTER ATTALA,Critical Access Hospitals,2,0,0,33943.0,13099.0
HERMANN AREA DISTRICT HOSPITAL,Critical Access Hospitals,4,0,0,55395.0,5555.0
LAFAYETTE REGIONAL HEALTH CENTER,Critical Access Hospitals,4,1,0,43243.0,5381.0
RAY COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,4,1,0,46944.0,8484.0
COX MONETT HOSPITAL,Critical Access Hospitals,4,0,0,43685.0,13311.0
PIKE COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,4,0,0,40525.0,4409.0
CHADRON COMMUNITY HOSPITAL CORP,Critical Access Hospitals,4,0,0,50952.0,7148.0
JENNIE M MELHAM MEMORIAL MEDICAL CENTER,Critical Access Hospitals,4,0,0,49922.0,4591.0
DESERT VIEW HOSPITAL,Critical Access Hospitals,3,1,0,41726.0,21193.0
UPPER CONNECTICUT VALLEY HOSPITAL,Critical Access Hospitals,3,0,0,49028.0,3003.0
MEDINA MEMORIAL HOSPITAL,Critical Access Hospitals,2,0,1,45946.0,10531.0
VIDANT BERTIE  HOSPITAL,Critical Access Hospitals,5,1,0,27713.0,8887.0
CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,Critical Access Hospitals,4,0,0,31547.0,10383.0
LISBON AREA HEALTH SERVICES,Critical Access Hospitals,3,0,0,61287.0,3041.0
